Time,reactive_power_0,reactive_power_1,reactive_power_2
09:05:00,2.5964000000000005,3.9136,3.8968
09:10:00,2.8268,3.7176,3.7508000000000004
09:15:00,3.2656,3.5948,3.6599999999999997
09:20:00,3.4912,4.0276,4.1176
09:25:00,3.4604,4.533200000000001,3.9936000000000003
09:30:00,3.4808,4.465199999999999,4.293200000000001
09:35:00,2.8444,4.0996,4.274800000000001
09:40:00,2.3595999999999995,3.156,4.171600000000001
09:45:00,2.5856,3.6372,4.32
09:50:00,2.5828,3.6756,4.3924
09:55:00,3.0804,4.110799999999999,4.1684
10:00:00,3.1616,3.776,4.4284
10:05:00,3.462,4.1175999999999995,4.7484
10:10:00,3.012799999999999,4.2791999999999994,4.442799999999999
10:15:00,3.0404000000000004,3.742,4.1136
10:20:00,3.2944000000000004,3.8384,5.0648
10:25:00,3.3048,3.5616000000000003,5.4072
10:30:00,3.3355999999999995,3.7264,5.4984
10:35:00,3.14,3.8103999999999996,5.024
10:40:00,3.6575999999999995,4.0771999999999995,5.2176
10:45:00,3.3432000000000004,3.2096,4.384
10:50:00,3.4596,3.0835999999999997,3.9147999999999996
10:55:00,3.1612000000000005,3.4276,3.5888
11:00:00,2.6916000000000007,3.5816000000000003,3.35
11:05:00,2.5359999999999996,3.8864,3.8024
11:10:00,3.8432000000000004,4.6979999999999995,4.798799999999999
11:15:00,3.2748,4.9444,4.8588
11:20:00,3.3459999999999996,6.067200000000001,5.163600000000001
11:25:00,2.6832000000000003,5.5824,4.908
11:30:00,2.8544,4.7888,4.8476
11:35:00,2.564,3.9879999999999995,3.8036
11:40:00,2.6152,3.9240000000000004,3.9708
11:45:00,2.708,4.5920000000000005,4.3052
11:50:00,3.0,4.6608,4.667599999999999
11:55:00,3.8508000000000004,5.1488000000000005,5.3264
12:00:00,4.247200000000001,6.1008000000000004,6.427200000000001
12:05:00,3.7012,5.822,6.319999999999999
12:10:00,2.6776,4.9636,5.949599999999999
12:15:00,2.5384,4.1524,5.3304
12:20:00,2.464,3.9844,4.9796000000000005
12:25:00,2.1155999999999997,3.744,4.5256
12:30:00,2.518,5.015600000000001,5.3888
12:35:00,3.4088,5.6136,5.7876
12:40:00,3.758,6.008000000000001,5.8936
12:45:00,4.384399999999999,6.4384,6.1168000000000005
12:50:00,4.3283999999999985,5.941599999999999,7.001600000000001
12:55:00,3.5128000000000004,5.476000000000001,6.2952
13:00:00,3.1220000000000003,4.8868,5.291600000000001
13:05:00,3.0756,4.9156,4.9912
13:10:00,2.8247999999999998,5.143199999999999,5.1604
13:15:00,3.4612000000000003,5.513199999999999,5.403599999999999
13:20:00,4.0476,5.4312000000000005,5.7484
13:25:00,4.2056,4.9708000000000006,5.0416
13:30:00,4.0116,4.3144,4.8228
13:35:00,3.3327999999999998,4.13,4.9388
13:40:00,3.1052000000000004,4.4208,5.102
13:45:00,2.9576000000000002,4.0632,4.684000000000001
13:50:00,2.8428,4.0104,4.732399999999999
13:55:00,3.2863999999999995,4.2348,4.5756
14:00:00,4.088799999999999,4.944,5.4312
14:05:00,4.1968000000000005,5.074,5.3588
14:10:00,4.17,5.0892,4.6979999999999995
14:15:00,3.8551999999999995,4.7852,4.3448
14:20:00,3.8300000000000005,5.2543999999999995,4.7984
14:25:00,3.1816000000000004,5.1432,4.9992
14:30:00,2.9048,5.3124,5.1868
14:35:00,2.5727999999999995,4.5052,4.6112
14:40:00,2.7248,4.209200000000001,4.333600000000001
14:45:00,3.2192000000000007,4.4332,4.718
14:50:00,3.257599999999999,4.692399999999999,4.7136000000000005
14:55:00,3.4248000000000003,4.6168,4.7032
15:00:00,3.9236,5.0784,4.925599999999999
15:05:00,3.592,4.8868,5.2136
15:10:00,3.3124000000000002,4.8076,5.272
15:15:00,3.0624,5.1496,5.292400000000001
15:20:00,3.4627999999999997,4.8584000000000005,5.5532
15:25:00,4.0476,4.1888000000000005,5.4924
15:30:00,4.2252,4.288,5.155600000000001
15:35:00,4.1796,4.472,5.252400000000001
15:40:00,4.0396,4.6292,4.908
15:45:00,3.4124,4.7408,4.905200000000001
15:50:00,3.6711999999999994,5.198,5.8052
15:55:00,3.25,4.9116,5.2804
16:00:00,2.5660000000000003,4.890000000000001,3.9380000000000006
16:05:00,3.008,5.517200000000001,4.4728
16:10:00,3.5096000000000003,5.4184,5.4484
16:15:00,3.5907999999999998,4.847200000000001,5.416
16:20:00,3.3208,4.877600000000001,5.1248000000000005
16:25:00,3.5684000000000005,5.3911999999999995,5.485600000000001
16:30:00,3.5116,5.2648,5.2348
16:35:00,3.2464000000000004,5.247199999999999,5.0532
16:40:00,3.4732,5.112,4.561999999999999
16:45:00,2.8884,4.77,3.3472000000000004
16:50:00,2.7972,4.4104,3.8080000000000003
16:55:00,3.4928,4.1248,5.1
17:00:00,3.1384,3.4868000000000006,4.663600000000001
17:05:00,3.0476000000000005,3.6616,4.6004000000000005
17:10:00,3.4856000000000003,3.942,4.9464
17:15:00,3.6428000000000003,4.5443999999999996,5.1052
17:20:00,3.4872000000000005,4.712,4.8972
17:25:00,3.4404000000000003,4.5952,4.3312
17:30:00,3.7276000000000007,4.4412,4.5611999999999995
17:35:00,3.5323999999999995,3.9412,4.8532
17:40:00,3.5071999999999997,3.8644,5.203600000000001
17:45:00,3.7271999999999994,4.0236,5.1912
17:50:00,3.988,4.5168,5.8736
17:55:00,3.9983999999999997,4.9552,5.6988
18:00:00,3.9204,5.3128,5.4308000000000005
18:05:00,3.0036,5.0604,4.892399999999999
18:10:00,2.7964,5.0248,4.9744
18:15:00,3.685599999999999,4.960800000000001,5.358
18:20:00,3.4323999999999995,4.9276,5.691600000000001
18:25:00,3.6028000000000002,4.2204,5.9312
18:30:00,3.7276000000000002,4.278,5.532800000000001
18:35:00,4.354399999999999,4.9288,6.0076
18:40:00,4.4372,5.235200000000001,6.0771999999999995
18:45:00,4.534,5.3848,6.249600000000001
18:50:00,4.798799999999999,5.9036,5.9912
18:55:00,4.5691999999999995,6.464,6.2776
19:00:00,4.159200000000001,5.7928,5.8492
19:05:00,5.1924,6.6504,6.7552
19:10:00,5.526800000000001,6.501200000000001,6.748399999999999
19:15:00,6.007199999999999,6.9072000000000005,7.018400000000001
19:20:00,6.333199999999999,7.559200000000001,6.8456
19:25:00,6.2223999999999995,7.9688,7.008000000000001
19:30:00,5.774800000000001,8.3948,7.0628
19:35:00,5.854399999999999,8.458400000000001,7.597199999999999
19:40:00,5.2463999999999995,7.5752,7.048799999999999
19:45:00,5.274400000000001,7.2532,6.8675999999999995
19:50:00,5.2568,7.0052,6.4908
19:55:00,6.0028,7.0744,7.483600000000001
20:00:00,5.8372,6.759200000000001,7.371600000000001
20:05:00,5.369199999999999,5.9168,6.505199999999999
20:10:00,4.8688,5.7296,6.0524000000000004
20:15:00,4.788399999999999,5.8144,6.1876
20:20:00,5.0924,6.1716,6.9752
20:25:00,5.042400000000001,6.4712,6.500800000000001
20:30:00,4.927600000000001,6.2524,6.2224
20:35:00,4.454,5.8432,5.7856
20:40:00,4.524400000000001,5.7328,5.936799999999999
20:45:00,4.0628,5.623200000000001,5.8312
20:50:00,4.002000000000001,4.928,5.4252
20:55:00,4.1468,5.144,5.6743999999999994
21:00:00,4.1964,5.1968,5.476
21:05:00,3.9036,4.5096,5.2252
21:10:00,4.046399999999999,5.0123999999999995,5.266
21:15:00,3.7975999999999996,4.3916,5.3572
21:20:00,3.3904,4.6812000000000005,5.0611999999999995
21:25:00,3.7956000000000003,4.410400000000001,5.663199999999999
21:30:00,3.9968000000000004,4.544,5.296800000000001
21:35:00,4.0672,4.4312000000000005,5.308400000000001
21:40:00,3.8204000000000002,4.103199999999999,5.0692
21:45:00,3.382,4.1924,5.092
21:50:00,3.4772,4.5044,4.802
21:55:00,3.2272,4.2836,4.5856
22:00:00,3.1795999999999993,3.8092,4.556
22:05:00,3.1248,3.9951999999999996,4.260400000000001
22:10:00,2.9492,3.836,4.4672
22:15:00,3.3804,4.3312,4.452800000000001
22:20:00,3.7915999999999994,3.9868000000000006,4.3515999999999995
22:25:00,3.6708,3.6512000000000002,4.4432
22:30:00,3.444,4.1716,4.948
22:35:00,3.1660000000000004,4.48,4.9008
22:40:00,3.1784000000000003,4.4804,4.7432
22:45:00,2.7876000000000003,4.3408,4.442799999999999
22:50:00,3.096,4.4348,4.5116000000000005
22:55:00,3.3932,4.3476,4.6028
23:00:00,3.7807999999999997,4.5788,4.7059999999999995
23:05:00,3.5247999999999995,4.67,4.277200000000001
23:10:00,3.0176000000000003,4.0556,4.469600000000001
23:15:00,2.9736,4.09,4.655200000000001
23:20:00,3.2096000000000005,4.8268,5.0256
23:25:00,3.0484000000000004,4.4168,4.432
23:30:00,3.2051999999999996,3.8408,4.352
23:35:00,3.678,3.6723999999999997,4.5688
23:40:00,4.3351999999999995,4.5332,5.2232
23:45:00,4.654800000000001,4.8152,5.2568
23:50:00,4.566,4.715999999999999,5.2564
23:55:00,4.2104,4.3696,5.5656
